conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,released,knowledge,sector-specific,,"Tehnicile și principiile dezvoltării de software, cum ar fi analiza, algoritmii, codificarea, testarea și compilarea de paradigme de programare în limbajul SAS.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,programare pe calculator | software pentru sistem de analiză statistică | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,utilizează interfețe specifice aplicațiilor,released,skill/competence,sector-specific,,Înțelege și utilizează interfețe specifice unei aplicații sau unui caz de utilizare.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,utilizează calculatorul
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,proiectează sisteme electrice,released,skill/competence,cross-sector,,"Desenează schițe și proiectează sisteme, produse și componente electrice utilizând programe și echipamente informatice de proiectare asistată de calculator (CAD). Desenează schițe ale panourilor electrice, scheme electrice, diagrame de cablare electrică și alte detalii ale ansamblului.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,definește reguli pentru firewall,released,skill/competence,sector-specific,,Specifică regulile care reglementează un set de componente destinate să limiteze accesul între grupuri de rețele sau o anumită rețea și internetul.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,operează sistemele de evidență în depozite,released,skill/competence,sector-specific,,"Operează sisteme de evidență a produselor, ambalajelor și a informațiilor privind comenzi în formate și tipuri de registre specifice.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,execută operațiuni de depozitare | păstrează evidențe operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"Motorul de jocuri CryEngine care reprezentă un cadru de software care constă în medii de dezvoltare integrate și instrumente de proiectare specializate, concepute pentru iterația rapidă a jocurilor pe calculator generate de utilizatori.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,sisteme de creare a jocurilor digitale | tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,utilizează CAD pentru tălpi,released,skill/competence,sector-specific,,"Digitizează și scanează calapoadele. Lucrează cu fișiere în diverse sisteme CAD. Produce modele 3D de tălpi și creează desene 2D asistate de calculator. Clasifică și obține seria de mărimi. Elaborează specificații tehnice pentru fabricație. Produce desene de proiectare 2D și 3D asistate de calculator și desene tehnice ale matrițelor pentru tălpi vulcanizate și injectate. Exportă fișierele cu modele virtuale la imprimante 3D, CAM sau sisteme cu comandă numerică.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,utilizează software CAD | utilizează instrumente pentru proiectarea asistată de calculator și pentru desen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,creează medii 3D,released,skill/competence,sector-specific,,"Dezvoltă reprezentări 3D generate de calculator ale unui decor precum mediul simulat, în care utilizatorii interacționează.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"lucrează cu software de grafică computerizată 3D | proiectează materiale, sisteme sau produse industriale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,efectuează analiza datelor online,released,skill/competence,cross-sector,,"Analizează experiențe online și date online pentru a înțelege comportamentul utilizatorilor, factorii care declanșează atenția online și alți factori care ar putea optimiza dezvoltarea și expunerea paginii web.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"realizează analize de date | prelucrează informații calitative | gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,gestionează conformitatea cu standardele de securitate în TI,released,skill/competence,sector-specific,,"Îndrumă punerea în aplicare și îndeplinirea standardelor, a celor mai bune practici și a cerințelor legale în materie de securitate a informațiilor relevante la nivelul industriei.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,cuvinte-cheie în conținutul digital,released,knowledge,sector-specific,,Instrumentele digitale pentru efectuarea de studii pornind de la cuvinte-cheie. Sistemele de extragere de informații identifică conținutul unui document pe baza unor cuvinte-cheie și metadate.,http://data.europa.eu/esco/isced-f/0611,utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,serviciul numelor de domenii,released,knowledge,sector-specific,,"Bază de date de denumiri care pune în corespondență numele de domenii de internet și adresele IP (Internet Protocol). Sistemul de nume de domenii (Domain Name System - DNS) permite utilizatorilor de internet să utilizeze nume precum titlurile site-urilor internet, în loc să fie nevoiți să își amintească adresele IP numerice utilizate de computere pentru a localiza un site.
	",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,modelează dispozitive medicale,released,skill/competence,sector-specific,desfășoară activități de asigurare a calității pentru serviciile de management al informațiilor aeronautice | efectuează activități de asigurare a calității serviciilor de management al informațiilor aeronautice | efectuează asigurarea calității serviciului de management al informațiilor aeronautice | asigură calitatea serviciilor de management a informațiilor aeronautice,"Modelează și simulează dispozitive medicale prin software tehnic de proiectare.
	",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,utilizează instrumente pentru proiectarea asistată de calculator și pentru desen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,utilizează harta experiențelor,released,skill/competence,sector-specific,,"Examinează toate interacțiunile și elementele comune pe care le au oamenii cu un produs, o marcă sau un serviciu. Determină variabilele cheie, cum ar fi durata și frecvența fiecărui element comun.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,software pentru subtitrare complexă,released,knowledge,occupation-specific,,"Diversele programe informatice pentru a crea capturi și subtitrări într-un fișier care este fuzionat cu materialul filmat, cum ar fi Telestream și MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,scheme de semnături blockchain,released,knowledge,sector-specific,scheme de semnătură pentru blockchain | scheme de semnătură digitală,"Schemele de semnătură digitală esențiale includ: schema RSA, schema El-Gamal, funcțiile hash, atacuri aniversare, standardul de semnătură digitală.
	",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalizează date,released,skill/competence,sector-specific,normalizează datele | efectuează procesarea inițială a datelor | efectuează prelucrarea inițială a datelor | pregătește datele | efectuează normalizarea datelor,"Reduce datele la forma lor de bază corectă (forme normale) pentru a obține rezultate precum reducerea la minimum a dependenței, eliminarea redundanței, creșterea consecvenței.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"stabilește procese de date | gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,creează prototipul soluțiilor privind experiența utilizatorilor,released,skill/competence,sector-specific,creează soluții-prototip pentru experiențele utilizatorilor | simulează experiența utilizatorilor | creează prototipuri pentru testarea soluțiilor pentru utilizatori | creează simulări privind experiența utilizatorilor | creează prototip de soluții privind experiențele utilizatorilor,"Proiectează și pregătește machete, prototipuri și fluxuri pentru a testa soluțiile privind experiența utilizatorilor sau pentru a colecta feedback de la utilizatori, de la clienți, de la parteneri sau de la părțile interesate.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gestionează informații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,aplică politici organizaționale de sistem,released,skill/competence,cross-sector,,"Pune în aplicare politici interne legate de dezvoltarea și utilizarea internă și externă a sistemelor tehnologice, cum ar fi sistemele de software, sistemele de rețele și sistemele de telecomunicații, pentru a atinge un set de obiective și ținte privind operațiunile eficiente și creșterea economică a unei organizații.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,demonstrează loialitate | aplică politicile companiei | respectă proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propune soluții de TIC pentru probleme de afaceri,released,skill/competence,cross-sector,propune soluții TIC pentru problemele de afaceri | propune soluții IT la probleme de business | propune soluții tehnice la probleme de afaceri | propune soluții informatice la probleme de afaceri,"Sugerează modul de soluționare a problemele economice prin utilizarea TIC, astfel încât să se îmbunătățească procesele comerciale.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,soluționează probleme tehnice | dezvoltă strategii de soluționare a problemelor | proiectează sisteme sau aplicații tic | găsește soluții pentru probleme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,calculează costul operațiunilor de reparare,released,skill/competence,sector-specific,calculează costul reparațiilor,Calculează costurile materiale și cu forța de muncă ale operațiunilor de reparații; înțelege programe de calculator adecvate.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,efectuează calcule | evaluează cheltuielile de funcționare | estimează necesarul de resurse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,software de management al proprietății,released,knowledge,sector-specific,PMS | software pentru operațiuni de proprietate | software de management imobiliar,"Caracteristicile și funcționarea unui software care permite gestionarea operațiunilor zilnice în afacerile de cazare, pentru optimizarea resurselor și proceselor, cum ar fi: efectuarea rezervărilor, tarifele camerelor, analiza datelor despre venituri sau facturarea.
	",http://data.europa.eu/esco/isced-f/1013,"hoteluri, restaurante și alimentație publică"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,operează sisteme de integrare media,released,skill/competence,occupation-specific,,"Operează un sistem de integrare media pentru aplicații artistice și de evenimente în timpul punerii în scenă, configurării, repetițiilor și în timpul spectacolelor în direct.
	",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operează echipamente audio-video
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,simulare computerizată,released,knowledge,cross-sector,program de simulare pe calculator,"Program rulat pe un computer care reprezintă răspunsurile dinamice ale unui sistem, cu scopul de a explora comportamentul unui model matematic, folosind un model al unui sistem real, compus din ecuații matematice.
	",http://data.europa.eu/esco/isced-f/0611,utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"Programul informatic WizIQ este o platformă de e-learning pentru crearea, administrarea, planificarea, raportarea și predarea de cursuri de învățare sau programe de formare on-line.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,sisteme de gestionare a învățării | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administrează sistemul TIC,released,skill/competence,sector-specific,asigură administrarea sistemului TIC | gestionează sistemul TIC | administrează sisteme TIC | asigură buna funcționare a sistemului TIC,"Gestionează componente ale sistemului TIC prin menținerea configurației, gestionarea utilizatorilor, monitorizarea utilizării resurselor, efectuarea de copii de rezervă și instalarea de componente hardware sau de software pentru a respecta cerințele stabilite.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,întreține sistemul TIC | instalează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,execută teste de inginerie socială,released,skill/competence,sector-specific,efectuează teste de inginerie socială | executa atacuri de inginerie socială | testarea ingineriei sociale | efectuează atacuri de inginerie socială | testarea atacurilor de inginerie socială,"Efectuează atacuri simulate de inginerie socială cu scopul de a identifica vulnerabilitățile din structura de securitate a unei organizații. Testele de inginerie socială pot implica e-mailuri de phishing, pretexte sau alte forme de manipulare utilizate de atacatori pentru a obține informații sensibile sau acces neautorizat la sisteme.
	",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,supraveghează siguranța și securitatea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,gestionează date în domeniul cercetării,released,skill/competence,cross-sector,,"Produce și analizează date științifice provenite din metodele de cercetare calitativă și cantitativă. Stochează și păstrează datele în baze de date de cercetare. Sprijină reutilizarea datelor științifice și este familiarizat(ă) cu principiile de gestionare a datelor deschise.
	",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gestionează informații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,imprimare digitală,released,knowledge,sector-specific,plotter | imprimare electronică,"Tehnica ce permite imprimarea unei imagini digitale direct pe o varietate de materiale, în general cu o imprimantă cu jet de cerneală sau laser.",http://data.europa.eu/esco/isced-f/0211,tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (instrument de testare a punctelor slabe ale sistemului),released,knowledge,sector-specific,,"Instrumentul informatic Cain and Abel este un instrument de recuperare a parolei care testează sistemul de operare al Microsoft pentru identificarea punctelor slabe la nivel de securitate și a unui posibil acces neautorizat la informațiile din sistem. Instrumentul decodează, decriptează și descoperă parolele prin mijloace cum ar fi atacurile cu forță brută și criptanaliza, capturarea de tip „sniffing” a datelor rețelei și analiza protocoalelor.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,analiza și dezvoltarea de aplicații și software | instrument de testare a punctelor slabe ale sistemului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,ciclul de viață al dezvoltării sistemelor,released,knowledge,cross-sector,parcursul elaborării sistemelor | ciclul de viață al dezvoltării sistemului | circuitul dezvoltării sistemelor | ciclul de viață al dezvoltării de sisteme,"Șirul de etape, cum ar fi planificarea, crearea, testarea și aplicarea și modelele de dezvoltare și de gestionare a ciclului de viață al unui sistem.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,modul software de transport asociat unui sistem ERP,released,knowledge,cross-sector,,"Software de gestionare a activității pentru colectarea, gestionarea și interpretarea datelor referitoare la transport, plată, inventar, producție aplicată în transporturi și la distribuție.",http://data.europa.eu/esco/isced-f/0413,gestiune și administrare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,utilizează controlul automat al procesului,released,skill/competence,cross-sector,,Operează sistemul de control al proceselor sau sistemul automatizat (PAS) utilizat pentru a controla în mod automat un proces de producție.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,operează echipamente industriale de precizie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,gestionează procesul de solicitare a schimbărilor în TIC,released,skill/competence,sector-specific,,"Precizează stimulentele pentru o cerere de schimbare în TIC, cu mențiunea ajustării din sistem care trebuie să fie efectuată și execută sau supraveghează executarea acesteia.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,conduc activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,utilizează limbaj de descriere a interfeței,released,skill/competence,occupation-specific,,"Utilizează limbaj specific pentru descrierea conexiunii la nivel de interfață între componente software sau programe într-un mod de limbaj de programare independent. Limbile care susțin această metodă sunt, printre altele, CORBA și WSDL.",http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,proiectează interfețe între componente | proiectează interfețe de aplicații | programează sisteme informatice
