conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f,skill/competence,transversal,gândește holistic,released,aplică gândirea conceptuală | înțelege complexitatea | recunoaște conexiunile | aplicară gândirea sistemică | identifică problemele cheie în situații complexe. | demonstrează gândire holistică | identifică relațiile reciproce | înțelege procesele complexe,"Ia în considerare consecințele indirecte și pe termen lung în planificarea și luarea deciziilor. Ține cont de efectele asupra altor persoane, procese și asupra mediului și le include în planificarea proprie.
	",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"Prelucrează informațiile, ideile și conceptele"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,skill/competence,transversal,ia decizii,released,decide | alege,Alege din mai multe posibilități alternative.,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,Adoptă o abordare proactivă
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,skill/competence,transversal,creează conținut digital,released,,"Creează și editează elemente simple de conținut digital, însoțite, după caz, de orientări.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,Utilizează dispozitivele și aplicațiile digitale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,skill/competence,transversal,gestionează timpul,released,stabilește priorități legate de timp | definește etape | stabilește termene limită | respectă programele | planifică timpul | respectă termenele limită,"Planifică succesiunea în timp a evenimentelor, programelor și activităților, precum și munca altora.
	",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,Desfășoară activități în mod eficient
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9449998-c1f5-478c-a103-2255398cf0b6,skill/competence,transversal,aplică standarde de igienă,released,urmărește practicile de igienă la locul de muncă | se conformează practicilor de igienă de la locul de muncă | identifică riscurile de igienă | are grijă de igienă | se îngrijește de igienă | se îngrijește de curățenie | se ocupă de igiena,"Își asumă responsabilitatea personală pentru a garanta un mediu profesional și de viață sigur și neinfecțios, inclusiv utilizarea măștilor, a produselor de dezinfectare și igiena personală generală.
	",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,Aplică aptitudini și competențe legate de sănătate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db33c0f3-43ee-4ba3-ba47-9269ac837697,skill/competence,transversal,evaluează în mod critic informațiile și sursele acestora,released,evaluează informațiile | verifică sursa informațiilor | analizează informațiile | verifică informațiile | înțelege rolul mass-mediei în societățile democratice | apreciază informațiile | verifică veridicitatea | detectează părtinirile,"Este în măsură să evalueze și să analizeze informațiile și sursele acestora. Demonstrează capacitate de a accesa și de a avea o înțelegere critică atât a formelor tradiționale, cât și a celor noi de mass-media, precum și a rolului și funcției acestora în societățile democratice.
	",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,Aplică  aptitudini și competențe civice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcc99418-d896-4b3b-8596-658093a17a8f,skill/competence,transversal,gestionează bolile cronice,released,"utilizează aparate pentru auz, văz sau mers | caută îngrijirea adecvată","Identifică și utilizează modalități de reducere la minimum a efectelor negative ale afecțiunilor cronice, inclusiv utilizarea de dispozitive auxiliare pentru văz, auz și mers, medicamente adecvate și sprijin social și medical adecvat.
	",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,Aplică aptitudini și competențe legate de sănătate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,skill/competence,transversal,aplică cunoștințe în domeniul științelor sociale și umaniste,released,demonstrează cunoștințe sociale | demonstrează cunoștințe despre istoria europeană | înțelege rolul mișcărilor sociale în societate | demonstrează interes pentru politică,"Demonstrează o înțelegere a naturii, a pluralității și a funcției grupurilor sociale și politice, precum și a relației acestora cu dimensiunea socioeconomică a societății. Înțelege rolul și locul indivizilor în societate.
	",http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,Aplică cunoștințele generale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,skill/competence,transversal,"promovează idei, produse sau servicii",released,îi convinge pe alții | este capabil să închidă vânzările în mod regulat și cu încredere | vinde cu plăcere | convingător | prezintă produse | influențează deciziile | îi influențează pe alții,"Prezintă și promovează produse, programe și servicii cu scopul de a-i convinge și a-i influența pe alții.
	",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,Comunică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,skill/competence,transversal,îi motivează pe alții,released,stimulează acțiunea | inspiră pe ceilalți,"Coordonează comportamentul altor oameni, oferindu-le un motiv convingător pentru a acționa.
	",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,Conduce pe alții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,skill/competence,transversal,respectă obligațiile de confidențialitate,released,protejează confidențialitatea | asigură discreție absolută | gestionează informațiile sensibile | este discret | asigură confidențialitatea | păstrează informațiile secrete,"Respectă discreția și reținerea necesare în ceea ce privește informațiile confidențiale, secrete sau neplăcute.
	",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,Respectă codul de conduită etică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,skill/competence,transversal,planifică,released,efectuează planificarea | planifică activități,"Gestionează calendarul și resursele pentru a finaliza sarcinile în timp util.
	",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,Planifică și organizează
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,skill/competence,transversal,reacționează la schimbări fizice sau pericole,released,dă dovadă de agilitate | este reactiv | arată receptivitate,"Reacționează rapid și adecvat la circumstanțe și stimuli externi sau interni.
	",http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,Răspunde la circumstanțe fizice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,aplică măsuri de securitate digitală,released,actualizează măsurile de securitate online | implementează măsuri de securitate digitală | elimină virușii și programele malware de pe un computer | protejează dispozitivele TIC | protejează dispozitivele digitale | folosește software antivirus | protejează datele personale,"Urmărește modalități simple de protejare a dispozitivelor și a conținutului digital.
	",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,Utilizează dispozitivele și aplicațiile digitale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,skill/competence,transversal,își exercită drepturile și responsabilitățile,released,participă la luarea deciziilor democratice | demonstrează interes pentru evenimentele curente,"Cunoaște și face uz de drepturile constituționale și juridice, inclusiv de obligația de a respecta legea, de a plăti impozite și de a acorda asistență, precum și dreptul de a vota, de a fi ales sau de a avea un avocat al apărării în cazul unui proces.
	",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,Aplică  aptitudini și competențe civice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,skill/competence,transversal,memorează informații,released,memorează informațiile | principii mnemonice | își amintește informații | învață informații pe de rost | memorează fapte | memorează proceduri,"Stochează informații precum cuvinte, cifre, fotografii și proceduri pentru o recuperare ulterioară.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"Prelucrează informațiile, ideile și conceptele"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,skill/competence,transversal,are o minte deschisă,released,demonstrează libertatea de prejudecăți | este deschis la minte | preia idei și experiențe noi | arată acceptarea celorlalți,"Este interesat(ă) și deschis(ă) la problemele celorlalți.
	",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,Demonstrează disponibilitatea de a învăța
